obs,deployment,lat,lon,met_buoyfls,met_buoyfls_qc_executed,met_buoyfls_qc_results,met_buoyflx,met_buoyflx_qc_executed,met_buoyflx_qc_results,met_frshflx,met_frshflx_qc_executed,met_frshflx_qc_results,met_heatflx,met_heatflx_qc_executed,met_heatflx_qc_results,met_latnflx,met_latnflx_qc_executed,met_latnflx_qc_results,met_mommflx,met_mommflx_qc_executed,met_mommflx_qc_results,met_netlirr,met_netlirr_qc_executed,met_netlirr_qc_results,met_netsirr_hourly,met_rainflx,met_rainflx_qc_executed,met_rainflx_qc_results,met_rainrte,met_rainrte_qc_executed,met_rainrte_qc_results,met_sensflx,met_sensflx_qc_executed,met_sensflx_qc_results,met_sphum2m,met_sphum2m_qc_executed,met_sphum2m_qc_results,met_stablty,met_tempa2m,met_tempa2m_qc_executed,met_tempa2m_qc_results,met_tempskn,met_tempskn_qc_executed,met_tempskn_qc_results,met_timeflx,met_wind10m,met_wind10m_qc_executed,met_wind10m_qc_results,metbk_a_dcl_instrument-air_temperature,metbk_a_dcl_instrument-barometric_pressure,metbk_a_dcl_instrument-longwave_irradiance,metbk_a_dcl_instrument-met_relwind_speed,metbk_a_dcl_instrument-precipitation,metbk_a_dcl_instrument-relative_humidity,metbk_a_dcl_instrument-sea_surface_temperature,metbk_a_dcl_instrument-shortwave_irradiance,time,velpt_ab_dcl_instrument-eastward_velocity,velpt_ab_dcl_instrument-northward_velocity
"('0',)",8,44.6395,-124.3015,,16,16,,16,16,,16,16,,16,16,,16,16,,16,16,,29,28,12.8659425934,,16,16,0.0,29,29,,16,16,,29,28,,,29,28,,29,28,3757192175.22,,29,28,11.308500463,1026.402132,359.304370599,8.34467947073,16.3758696477,94.033996582,11.4809999466,16.2304165959,3757192175.22,0.0499816925625,-0.0386917814388
"('1',)",8,44.6395,-124.3015,,16,16,,16,16,,16,16,,16,16,,16,16,,16,16,,29,28,3.95167498648,,16,16,0.0366803502776,29,29,,16,16,,29,28,,,29,28,,29,28,3757195775.22,,29,28,11.0429147763,1026.08450149,359.799987793,8.06625802602,16.4254268093,97.6289663797,11.4809999466,3.70000004768,3757195775.22,0.0875629235605,-0.0882390610915
"('2',)",8,44.6395,-124.3015,,16,16,,16,16,,16,16,,16,16,,16,16,,16,16,,29,28,3.46972498047,,16,16,0.0863334973653,29,29,,16,16,,29,28,,,29,28,,29,28,3757199375.22,,29,28,11.2049999237,1026.17041557,361.691981646,9.89566217226,16.4806018114,97.665181646,11.4809999466,3.7979924364,3757199375.22,0.0243628115426,-0.072149352923
"('3',)",8,44.6395,-124.3015,,16,16,,16,16,,16,16,,16,16,,16,16,,16,16,,29,28,3.49019998723,,16,16,0.0449996948242,29,29,,16,16,,29,28,,,29,28,,29,28,3757202975.22,,29,28,11.3549995422,1026.06993432,358.339843004,10.1169073444,16.5420025725,97.528754458,11.4809999466,3.77998004145,3757202975.22,0.0911569847186,-0.147696047599
"('4',)",8,44.6395,-124.3015,,16,16,,16,16,,16,16,,16,16,,16,16,,16,16,,29,28,3.40829995269,,16,16,0.0171667734782,29,29,,16,16,,29,28,,,29,28,,29,28,3757206575.22,,29,28,11.6450437063,1025.2199707,359.132760527,9.11902078732,16.5732750122,95.033181276,11.4809999466,3.59999990463,3757206575.22,0.0519481417266,-0.115473254141
"('5',)",8,44.6395,-124.3015,,16,16,,16,16,,16,16,,16,16,,16,16,,16,16,,29,28,3.3830999617,,16,16,0.0261667569478,29,29,,16,16,,29,28,,,29,28,,29,28,3757210175.22,,29,28,11.8384433841,1023.27195908,360.58389619,10.2442099174,16.5665096831,93.7151951216,11.4809999466,3.59999990463,3757210175.22,0.0264770826594,-0.00783007946279
"('6',)",8,44.6395,-124.3015,,16,16,,16,16,,16,16,,16,16,,16,16,,16,16,,29,28,3.54217501277,,16,16,0.0299999237061,29,29,,16,16,,29,28,,,29,28,,29,28,3757213775.22,,29,28,11.8674636608,1023.0358488,362.821462652,11.1112066583,16.6299991608,93.97362508,11.4809999466,3.79999995232,3757213775.22,0.0257600166242,0.0281802092827
"('7',)",8,44.6395,-124.3015,,16,16,,16,16,,16,16,,16,16,,16,16,,16,16,,29,28,3.47129998273,,16,16,0.756166585286,29,29,,16,16,,29,28,,,29,28,,29,28,3757217375.22,,29,28,11.3540494942,1023.63000488,363.5,10.9236054011,17.4281433081,97.6712675557,11.4809999466,3.61357209781,3757217375.22,0.0803790617284,0.0826231439565
"('8',)",8,44.6395,-124.3015,1.47506980816,16,16,1.51465925412,16,16,-1.08918043962,16,16,9.4987824896,16,16,3.4261175156,16,16,0.190301831951,16,16,7.84737810197,29,28,3.48075000376,0.43287324207,16,16,1.09416672389,29,29,1.27316363372,16,16,8.05128704551,29,29,-0.00132342447887,11.3763506186,29,29,11.4718280101,29,29,3757220975.22,10.5259511327,29,29,11.3420923143,1023.9768102,365.0,10.8896655967,18.4847688679,97.7400949636,11.4809999466,3.70000004768,3757220975.22,0.112083751894,0.139966655072
"('9',)",8,44.6395,-124.3015,-1.00766903654,16,16,-1.00563913137,16,16,-0.266911315597,16,16,2.56475707436,16,16,0.175570926199,16,16,0.12287151633,16,16,6.81724294805,29,28,3.46657499099,0.0565397439928,16,16,0.267166837056,29,29,-1.01802155289,16,16,8.1282687554,29,29,0.00169480112451,11.5277489735,29,29,11.4755894044,29,29,3757224575.22,8.98631710177,29,29,11.5029419907,1024.1159267,364.735259003,8.69191135682,18.75,97.6612534619,11.4809999466,3.66705302184,3757224575.22,0.117668140345,0.13124025341
